암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,SunStart,SunEnd,MonStart,MonEnd,TuesStart,TuesEnd,WedStart,WedEnd,ThursStart,ThursEnd,FriStart,FriEnd,SatStart,SatEnd
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,모라열린약국,모라 홈플러스,파리바게트옆골목,,10,N,,휴무,정상근무,N,,,N,,,,,,,,,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2100
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,임약국,,,,1,N,주차장소가 부족할 수도 있습니다.,,,N,,,N,,,13시~14시,14시~,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,지성약국,영도구 동삼동 주공아파트 3단지상가,,,,,,종일 근무,종일 근무,Y,,,Y,,,,,,,0800,2400,0800,2400,0800,2400,0800,2400,0800,2400,0800,2400,0800,2400
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,괴정약국,괴정스타클래스상가,반대편,5m,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,삼성온누리약국,외환은행 하단역지점 1F,,,30,Y,,,,N,,,N,,,,,오전9시~오후8시,오전9시~오후4시,,,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,새나라 약국,인제요양병,건너편(영도다리방향으로),,,,,,,N,,,N,,,,,,,,,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,하나약국,거제2동새마을금고,거제2동사무소,50미터,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,수민약국,부산은행 연천지점 옆,연천시장입구,10미터,,,,넷째주 일요일 오전 9 ~ 21 시 외 휴진,근무,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,제생당약국,범일메디칼센터,범일초등학교위,100m,,,,,,N,,,N,,,01:00~02:00,01:00~02:00,,,0900,1300,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,장산약국,반여동 롯데마트 입구,,,,,,1시 이후 휴무,1시 이후 휴무,N,,,N,,,,,,,0900,1300,0830,2000,0830,2000,0830,2000,0830,2000,0830,2000,0830,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,부영약국,신개금엘지아파트,신개금엘지아파트입구 우측,5m,,,,전부휴진,정상근무,N,,,N,,,,,09시00분-21시30분,09시00분-21시00분,,,0900,2130,0900,2130,0900,2130,0900,2130,0900,2130,0900,2100
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,대지온누리약국,명장동 협진태양맨션,협진태양맨션정문에서 우측,150m,,,,,,N,,,N,,,,,,,,,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNjEjJDEjJDQjJDgz,동신약국,31번 종점 세이브존 후문,31번 종점에서 동쪽,50m,,,,휴무,.,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,0900,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1900
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,센텀편안한약국,,,,,,,,,N,,,N,,,13:00-14:00,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,경화약국,용호2동 주민센터,,,,,,전부휴진,전부휴진,N,,,N,,,,,,,,,0900,2030,0900,2030,0900,2030,0900,2030,0900,2030,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,푸른약국,우체국앞,,,10,N,,,,N,,,N,,,,,,,0900,1200,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,럭키약국,,,,,,,"2,3,4주",,N,,,N,,,,,07:00-22:00,07:00-22:00,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,포스코약국,망미1동주민자치센터앞,,,15,N,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz,만수약국,,,,,,,,,N,,,N,,,오후 1시 ~ 오후 2시,오후 1시 ~ 오후 2시,,,0900,1800,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,다모아약국,남광시장입구 세화의원1층,,,,,,매주일요일,오후5시이후,N,,,N,,,,,,,,,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1900
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,지사 온누리 약국,부산대학병원,토성동8번출구,10m,,,,휴무,휴무,N,,,N,,,,,08시30분~18시30분,휴무,,,0830,1830,0830,1830,0830,1830,0830,1830,0830,1830,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,온천약국,,,,,,,,,N,,,N,,,,,,,,,0830,2000,0830,2000,0830,2000,0830,2000,0830,2000,0830,2000
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,친절한약국,"1,3동 새마을금고",,,,,,"1,3주  10시-1시, 오후 6- 8시 근무",휴무,N,,,N,,,,,오전 8:30분-오후9시,오전8;30- 오후6시,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,구서약국,구서동 부산은행이 위치한 건물,쌍용예가 진입 지점,구서로,30,N,화산주차장에 주차하세요. 30분 이용 무료입니다.,,,N,,,N,,,13시 00분 ~ 14시 00분,13시 00분 ~ 14시 00분,,,1000,1300,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz,행복약국,부산진역 7번출구 부산일보 1층,,,1,Y,부산일보 내 건물 주차장 이용가능 (약국 이용시 30분 무료),"2,4주 일요일 휴진","신정, 성탄설, 추석 설날 당일 휴진",N,,,N,,,,,,,0930,1700,0840,1900,0840,1900,0840,1900,0840,1900,0840,1900,0840,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,휘림한방병원,다원중앙타워 내 휘림한방병원,,,100,N,환자에 한해 무료,,,N,,,N,,,13시 ~ 14시,13시 ~ 14시,09시 ~ 18시,09시 ~ 18시,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,해운대자생한방병원,"장산역 12번, 14번 출구",,,144,N,,,"설날, 추석 휴진",N,,,N,,,13:00~14:00,13:00~14:00,09:00~19:30,09:00~17:30,0900,1800,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,황금손한방병원,"부산광역시 동래구 중앙대로 1325, 이센타워 2,4,5층 황금손한방병원",동래역 1번 출구 맞은편,,,,상가자체 주차장 운영,전부 휴진,오후1시 이후,N,,,N,,,13시00분~14시00분,,09시00분~19시00분,09시00분~11시30분,,,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,부산더존한방병원,대연cgv,,,30,Y,"병원건물 지하 2층부터 지하 5층까지 가능, 외래 2시간, 입퇴원 수속시 4시간 , 추가 10분당 500원 본인부담있음.",10:00-17:00 진료,10:00-17:00 진료,N,,,N,,,13:00-14:00,13:00-14:00,,,1000,1700,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,장덕한방병원,,,,,,,일요일 진료 09:00~17:00,공휴일 진료 09:00~17:00,N,,,N,,,13:00~14:00,13:00~14:00,09;00,09;00,0900,1700,0900,2000,0900,2000,0900,2100,0900,2000,0900,2000,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,서면더존한방병원,부산파이낸스센터,서면역 2번출구,127m,100,N,병원 건물 지상 1층 부터 지하 3층 이용,10시~17시 까지 진료,10시~17시까지 진료,N,,,N,,,13시00분~14시00분,13시00분~14시00분,9시30분 부터 21시 까지,9시30분 부터 17시 까지,1000,1700,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz,일광한방병원,,,,10,N,"외래환자는 주차장 무료.입원시 4시간 까지 무료 이후 공용주차장 이용(자기부담 35,000원)비용 발생",,,N,,,N,,,13:00~14:00,없음,"09:00~12:30,14:00~19:30",09:00~15:30,0900,1530,0900,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1530
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,동의대부속 한방병원,동의대학교 한의과대학,정문,,387,N,"외래진료시 6시간 무료, 입퇴원시 6시간 무료","외래진료휴진, 응급실 진료가능","외래진료휴진, 응급실 진료가능",Y,051-850-8777,,Y,051-850-8777,,12시 30분~13시30분,,08시30분~17시30분,08시30분~13시00,,,0830,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1730
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,우아한방병원,,,,20,N,건물내 주차장 이용,,,N,,,N,,,13시00분~14시00분,,10시00분~20시00분,10시00분~15시00분,1000,1600,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1600
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,의료법인 삼세의료재단 삼세한방병원,장전래미안 맞은편 (지하철 1호선 온천장역과 부산대역 사이),중앙로(산업도로)방향,7분거리,24,N,"본원왼쪽 지하 주차장에 주차가능. 외래방문 시 3시간 주차가능, 입원 및 퇴원시 1일 주차가능",09:00~17:00 당직진료,09:00~17:00 당직진료,Y,051-583-5400,,Y,051-583-5400,,12시30분 ~ 13시30분,12시30분 ~ 13시30분,09시00분~ 20시00분 (18~20시까지 야간진료),09시00분~17시00분 (15~17시까지 전문의당직진료),0900,1700,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,예람한의원,,,,6,N,,전부 휴진,전부 휴진,N,,,N,,,12:30~14:00,12:30~14:00,9:30~18:00(수요일은 9:30~17:30),9:30~14:30,,,0930,1830,0930,1830,0930,1800,0930,1830,0930,1830,0930,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,엄상섭한의원,부산광역시 북구 만덕대로90번길 13 대방아파트 상가 1층,,,0,N,,,9시~5시반 진료(최소30분전 내원),N,,,N,,,13시00분~14시00분,13시00분~14시00분,9시~18시(마감30분전까지 내원),9시~18시(마감30분전까지 내원),0900,1300,0900,1830,0900,1830,0900,1830,,,0900,1830,0900,1830
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,덕산 한의원,하이마트,하이마트에서 우측 동성하이타운정문옆,100m,1,N,병원옆주차,휴무,휴무,N,,,N,,,12시00~13시00분,12시00~13시00분,09시00-18시00분,09시00~18시00분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,태연한의원,부산대 지하철역,4번출구,3분,10,N,1층 병원 입구 앞-부곡대우아파트 상가 주차장,전부 휴진,전부 휴진,N,,,N,,,오후 12시30분~오후 2시,오후 12시30분~오후 2시,오전 9시30분~오후 6시30분(점심시간 제외),오전 9시30분~오후 4시(점심시간 제외),,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,행림한의원,kt올레(전화국),하단에서 괴정역 방향,50미터지점,4,N,만차시 인근의 문화주차장 이용,휴진,휴진,N,,,N,,,1시-2시,1시-2시,9시 - 18시 10분,9시 -1시 40분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,괴정한의원,괴정사거리,괴정시장 엔스타아파트 건너편,50m,,,,휴무,휴무,N,,,N,,,12시30분~14시00분,,09시30분~18시15분,09시30분~13시30분,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,세방 한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13:00-14:00,13:00-14:00,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,정양삼한의원,부산광역시 시청,후방,200m,11,N,,전부휴진,문의,N,,,N,,,12시 30분 ~ 13시 30분,12시 30분~ 13시 30분,9시 30분~18시,9시 30분~16시,,,0930,1800,0930,1800,0930,1800,,,0930,1800,0930,1600
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,동제한의원,,,,30,N,1시간무료,휴진,09시00분~17시00분,N,,,N,,,12시00분~13시30분,12시00분~13시30분,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,국민한의원,부산구서동우체국,우체국 정문에서 대각선 맞은편 방향,50m 이내,1,N,한의원 옆 가구점 주차장 또는 인근 공영주차장(유료)을 이용해주세요.,휴진,10시00분~12시00분 진료합니다.,N,,,N,,,13시00분~14시00분,,10시00분~17시55분,10시00분~12시00분,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1200
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,명신한의원,교대후문대선주조 (구)송월타월사이,,교대8번출구에서나와 10정도걸어서한신@맞은편,0,N,,휴진,휴진,N,,,N,,,13시00 ~ 14시00,점심시간 없음,09시00분 ~ 18시00,09시00분 ~ 13시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjODEjJDEjJDIjJDgz,으뜸한의원,지큐빌APT 입구,,300M,,,,휴진,,N,,,N,,,오후1시~2시,오후1시~2시,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,인동한의원,,,,8,N,병원건물 뒷편 병원주차장,휴진,휴진,N,,,N,,,,,09시30분-19시00분,09시30분-16시00분,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,경인한의원,다대 코오롱 아파트 부근,장림방향,200 미터,4,N,"한의원 건물 이면도로(피자가게, 편의점 사이)로 진입, 경인한의원 건물 뒷편 전용주차장",매주 일요일은 휴진입니다.,진료여부를 전화로 확인하십시오.,N,,,N,,,12:30~14:00,,9:30~18:00,9:30~12:30,,,0930,1830,0930,1830,0930,1830,1400,1830,0930,1830,0930,1230
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,배정엽한의원,수영구청,구청정문에서 우측으로,50m,,,수영구청이나 옆 유료주차장 이용.,휴무,오전9:30~오후5:00,N,,,N,,,오전1:00~오후2:00,오전1:00~오후2:00,오전9:30~오후6:00,오전9:30~오후4:30,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,광도한의원,동래시장,동래고등학교쪽으로,50m,8,N,한의원 주차장 만차시 맞은편 지정 제일주차장 1시간 무료,휴진,09시00분~13시00분,N,,,N,,,13시00분~14시30분,없음,09시00분~18시00분,09시00분~13시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,정재영한의원,덕천역,10번출구,5m전방,50,N,"한의원 건물 뒷편 태림빌딩 주차장, 진료시간 무료",전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,9시30분~18시20,9시30분~12시20분,,,0930,1830,0930,1830,0930,1830,,1830,0930,1830,0930,1230
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,경성한의원,구명지하철역,2번출구,10M,5,N,에이스타운 내 주차장을 이용하시되 가급적 지하주차장을 이용하세요,휴진,오후 5시 까지 진료,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,신통한의원,,,,30,Y,"suv,대형 차종은 이용불가/ 진료시 2시간 무료",전부휴진,전부휴진,N,,,N,,,,,9:30~17:30,9:30~12:00,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,개금한의원,주원초등학교,167버스노선 현대아이아파트방향,주원초등학교에서130m,3,N,,,,N,,,N,,,13시00분~14시00분,,8시40분~18시00분,8시40분~14시00분,0840,1200,0840,1800,0840,1800,0840,1800,0840,1800,0840,1800,0840,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,참조은한의원,,,,,,인근 주차장 이용시 주차비 별도 지급,휴진,,N,,,N,,,13시00분~14시00분,,09시30분~18시40분,09시 30분~13시00분,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,내성한의원,장전동 어린이 놀이터,놀이터 뒤에서 왼쪽,50m,,,,전부 휴진,오후 4시 이후,N,,,N,,,오후1시~2시,오후1시~2시,오전8시30분~오후6시20분,오전8시30분~오후4시20분,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,혜광편작한의원,하단메디컬 10층 (외환은행 건물),하단 오일장 입구 맞은편,,30,N,진료시 1시간 무료,전부 휴진,오후 5시 이후,N,,,N,,,오후 12시30분~  오후 2시,오후 12시30분 ~오후 2시,오전 10시 - 오후7시,오전 10시 ~ 오후 5시,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,삼대한의원,사상우체국,정문에서 주례방향,100m,50,N,,전부휴진,,N,,,N,,,13:00~14:00,,9:00~18:00,9:00~12:30,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,솔뫼한의원,충렬초등학교,4거리,30m,6,N,,09시~14시 진료,09시~16시 진료,N,,,N,,,12시30분~14시,,09시~20시,09시~16시,0900,,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1600
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,맑은누리한의원,지하철 4호선 수안역7번출구,동래시장입구 우리은행 동래지점 맞은편,동래시장입구 우리은행 동래지점 맞은편,0,N,"건물내 지상, 지하주차가능",전부휴진,09:00~14:00,N,,,N,,,오후 1시~2시,오후1시~2시,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,송광한의원,침례병원,큰길맞은편(농협2층),,0,N,하나은행맞은편역전주차장(1시간30분무료),휴진,오후1시,N,,,N,,,,,09시00분~18시00분,09시00분~16시00분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,신명한의원,부산국악원앞,어린이대공원방향,10m,5,N,,,,N,,,N,,,13:00~14:00,,09:00~18:30,09:00~12:30,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,세광한의원,하삼동커피 옆 건물,고관입구 가기전,10m,,,,전부휴진,전부휴진,N,,,N,,,12:30~2:00,,오전10:30~오후5:00,,,,1030,0500,1030,0500,1030,0500,1030,0500,1030,0500,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,송산한의원,서구청,후문,80미터,20,N,88주차장,"전부휴진, 월욜전부휴진",4시까지 (3시까지접수)  미리전화필수,N,,,N,,,12~13시,12~13,미리전화필수,미리전화필수,,,0000,0000,1000,1830,1000,1830,1000,1830,1000,1830,1000,1600
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,신생한의원,,서면 로타리 외환은행 옆(지하철 15번출구),,,,외환은행 주차장 이용 한의원서 주차비 지급,전부 휴진,오후 3시 이후,N,,,N,,,12시30분~13시30분,12시30분~13시30분,09시00분~16시40분,09시00분~15시00분,,,0900,1640,0900,1640,0900,1640,0900,1640,0900,1640,0900,1500
